	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Os04g0369000	148100612.598609	3.71838846268812	0.27163154268037	13.689089367149	1.17978537945253e-42	4.42819588815869e-41
Os04g0369033	4944644.56485183	20.641864047773	0.669230563728395	30.8441741404842	6.7056980190983e-209	8.80918743306899e-207
Os04g0369066	34729331.7074513	4.03487991748802	3.07525719501816	1.31204633031163	0.189504502824747	0.335927003837474
Os04g0369100	24194953.3063637	21.3190180947269	0.799581019684518	26.6627365706336	1.27386263378673e-156	1.18761437159235e-154
Os04g0369600	201567378.016565	-0.444757142689241	0.343328443376208	-1.29542760371267	0.195172760757764	0.343899111236296
Os04g0370100	40694780.2379657	1.9359742416779	1.85880760834974	1.04151405071807	0.297637035552336	0.479324771168425
Os04g0370300	28771566.6477746	0.630263931394137	0.774896916876876	0.813351966780738	0.416016290301161	0.617503231111012
Os04g0370500	281738.431505708	-18.8519287225783	3.73132599421092	-5.05234030792987	NA	NA
Os04g0370600	50762224.6915013	-0.755031633929676	0.343936531760157	-2.19526442877605	0.0281446349659137	0.0674283964353304
Os04g0370900	12054981.078026	-0.673553436489915	2.42556553617375	-0.277689234302209	0.781250925485614	0.945520092257878
Os04g0371000	43773749.6177534	-0.402439671749624	0.592293995245048	-0.679459314091347	0.496846878482281	0.703242322261664
Os04g0371100	22711522.2724554	-1.99397685853531	0.80243425031457	-2.48490995711317	0.0129584206791527	0.0340603759383023
Os04g0371200	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
Os04g0371500	0.988883276487052	-0.0411138587425744	1.24868614895106	-0.0329256945607282	0.973733842604845	NA
